date,store_id,sku_id,sales,price,promo,on_hand_inventory,lead_time_days,unit_cost
2024-04-05,CA_1,SKU_001,9,10.31,0,10,5,6.37
2024-04-06,CA_1,SKU_001,12,10.2,0,10,5,6.37
2024-04-07,CA_1,SKU_001,9,10.11,0,10,5,6.37
2024-04-08,CA_1,SKU_001,10,10.12,0,10,5,6.37
2024-04-09,CA_1,SKU_001,5,9.98,0,10,5,6.37
2024-04-10,CA_1,SKU_001,9,10.41,0,10,5,6.37
2024-04-11,CA_1,SKU_001,14,10.26,0,10,5,6.37
2024-04-12,CA_1,SKU_001,5,10.47,0,10,5,6.37
2024-04-13,CA_1,SKU_001,12,10.41,0,10,5,6.37
2024-04-14,CA_1,SKU_001,5,9.99,0,10,5,6.37
2024-04-15,CA_1,SKU_001,15,10.2,0,10,5,6.37
2024-04-16,CA_1,SKU_001,8,10.05,0,10,5,6.37
2024-04-17,CA_1,SKU_001,11,10.17,0,10,5,6.37
2024-04-18,CA_1,SKU_001,13,10.0,0,10,5,6.37
2024-04-19,CA_1,SKU_001,11,10.31,0,10,5,6.37
2024-04-20,CA_1,SKU_001,11,10.12,0,10,5,6.37
2024-04-21,CA_1,SKU_001,14,9.14,1,10,5,6.37
2024-04-22,CA_1,SKU_001,22,9.47,1,10,5,6.37
2024-04-23,CA_1,SKU_001,12,10.13,0,10,5,6.37
2024-04-24,CA_1,SKU_001,13,10.16,0,10,5,6.37
2024-04-25,CA_1,SKU_001,10,9.85,0,10,5,6.37
2024-04-26,CA_1,SKU_001,13,10.49,0,10,5,6.37
2024-04-27,CA_1,SKU_001,13,9.94,0,10,5,6.37
2024-04-28,CA_1,SKU_001,5,10.33,0,10,5,6.37
2024-04-29,CA_1,SKU_001,16,9.3,1,10,5,6.37
2024-04-30,CA_1,SKU_001,9,10.22,0,10,5,6.37
2024-05-01,CA_1,SKU_001,8,9.85,0,10,5,6.37
2024-05-02,CA_1,SKU_001,15,10.22,0,10,5,6.37
2024-05-03,CA_1,SKU_001,12,10.53,0,10,5,6.37
2024-05-04,CA_1,SKU_001,21,9.27,1,10,5,6.37
2024-05-05,CA_1,SKU_001,10,10.21,0,10,5,6.37
2024-05-06,CA_1,SKU_001,8,9.92,0,10,5,6.37
2024-05-07,CA_1,SKU_001,21,9.66,1,10,5,6.37
2024-05-08,CA_1,SKU_001,8,10.09,0,10,5,6.37
2024-05-09,CA_1,SKU_001,14,10.08,0,10,5,6.37
2024-05-10,CA_1,SKU_001,11,10.66,0,10,5,6.37
2024-05-11,CA_1,SKU_001,16,10.16,0,10,5,6.37
2024-05-12,CA_1,SKU_001,10,9.99,0,10,5,6.37
2024-05-13,CA_1,SKU_001,11,10.28,0,10,5,6.37
2024-05-14,CA_1,SKU_001,16,9.37,1,10,5,6.37
2024-05-15,CA_1,SKU_001,4,10.08,0,10,5,6.37
2024-05-16,CA_1,SKU_001,16,10.32,0,10,5,6.37
2024-05-17,CA_1,SKU_001,7,9.55,0,10,5,6.37
2024-05-18,CA_1,SKU_001,14,10.03,0,10,5,6.37
2024-05-19,CA_1,SKU_001,6,10.08,0,10,5,6.37
2024-05-20,CA_1,SKU_001,21,9.57,1,10,5,6.37
2024-05-21,CA_1,SKU_001,11,10.47,0,10,5,6.37
2024-05-22,CA_1,SKU_001,14,10.11,0,10,5,6.37
2024-05-23,CA_1,SKU_001,11,10.44,0,10,5,6.37
2024-05-24,CA_1,SKU_001,17,10.07,0,10,5,6.37
2024-05-25,CA_1,SKU_001,11,10.23,0,10,5,6.37
2024-05-26,CA_1,SKU_001,9,10.37,0,10,5,6.37
2024-05-27,CA_1,SKU_001,12,9.81,0,10,5,6.37
2024-05-28,CA_1,SKU_001,8,10.09,0,10,5,6.37
2024-05-29,CA_1,SKU_001,11,9.94,0,10,5,6.37
2024-05-30,CA_1,SKU_001,14,10.26,0,10,5,6.37
2024-05-31,CA_1,SKU_001,18,10.13,0,10,5,6.37
2024-06-01,CA_1,SKU_001,10,9.9,0,10,5,6.37
2024-06-02,CA_1,SKU_001,9,9.97,0,10,5,6.37
2024-06-03,CA_1,SKU_001,15,9.99,0,10,5,6.37
2024-06-04,CA_1,SKU_001,11,10.11,0,10,5,6.37
2024-06-05,CA_1,SKU_001,11,9.85,0,10,5,6.37
2024-06-06,CA_1,SKU_001,16,9.47,1,10,5,6.37
2024-06-07,CA_1,SKU_001,16,10.09,0,10,5,6.37
2024-06-08,CA_1,SKU_001,6,9.91,0,10,5,6.37
2024-06-09,CA_1,SKU_001,13,10.54,0,10,5,6.37
2024-06-10,CA_1,SKU_001,12,10.19,0,10,5,6.37
2024-06-11,CA_1,SKU_001,10,10.51,0,10,5,6.37
2024-06-12,CA_1,SKU_001,9,9.81,0,10,5,6.37
2024-06-13,CA_1,SKU_001,12,10.31,0,10,5,6.37
2024-06-14,CA_1,SKU_001,7,10.25,0,10,5,6.37
2024-06-15,CA_1,SKU_001,19,9.54,1,10,5,6.37
2024-06-16,CA_1,SKU_001,13,9.81,0,10,5,6.37
2024-06-17,CA_1,SKU_001,19,9.52,1,10,5,6.37
2024-06-18,CA_1,SKU_001,5,10.29,0,10,5,6.37
2024-06-19,CA_1,SKU_001,15,10.06,0,10,5,6.37
2024-06-20,CA_1,SKU_001,19,9.53,1,10,5,6.37
2024-06-21,CA_1,SKU_001,17,9.94,0,10,5,6.37
2024-06-22,CA_1,SKU_001,18,10.65,0,10,5,6.37
2024-06-23,CA_1,SKU_001,11,10.09,0,10,5,6.37
2024-06-24,CA_1,SKU_001,12,10.26,0,10,5,6.37
2024-06-25,CA_1,SKU_001,11,10.55,0,10,5,6.37
2024-06-26,CA_1,SKU_001,10,10.12,0,10,5,6.37
2024-06-27,CA_1,SKU_001,10,9.8,0,10,5,6.37
2024-06-28,CA_1,SKU_001,11,10.51,0,10,5,6.37
2024-06-29,CA_1,SKU_001,10,10.26,0,10,5,6.37
2024-06-30,CA_1,SKU_001,19,9.68,1,10,5,6.37
2024-07-01,CA_1,SKU_001,15,9.96,0,10,5,6.37
2024-07-02,CA_1,SKU_001,9,9.8,0,10,5,6.37
2024-07-03,CA_1,SKU_001,9,9.63,0,10,5,6.37
2024-07-04,CA_1,SKU_001,15,10.0,0,10,5,6.37
2024-07-05,CA_1,SKU_001,14,10.62,0,10,5,6.37
2024-07-06,CA_1,SKU_001,15,10.11,0,10,5,6.37
2024-07-07,CA_1,SKU_001,16,10.04,0,10,5,6.37
2024-07-08,CA_1,SKU_001,14,10.06,0,10,5,6.37
2024-07-09,CA_1,SKU_001,14,10.05,0,10,5,6.37
2024-07-10,CA_1,SKU_001,12,10.1,0,10,5,6.37
2024-07-11,CA_1,SKU_001,11,9.99,0,10,5,6.37
2024-07-12,CA_1,SKU_001,10,9.96,0,10,5,6.37
2024-07-13,CA_1,SKU_001,13,9.94,0,10,5,6.37
2024-07-14,CA_1,SKU_001,15,9.95,0,10,5,6.37
2024-07-15,CA_1,SKU_001,15,10.27,0,10,5,6.37
2024-07-16,CA_1,SKU_001,12,9.43,1,10,5,6.37
2024-07-17,CA_1,SKU_001,6,10.28,0,10,5,6.37
2024-07-18,CA_1,SKU_001,11,10.13,0,10,5,6.37
2024-07-19,CA_1,SKU_001,9,9.96,0,10,5,6.37
2024-07-20,CA_1,SKU_001,15,10.3,0,10,5,6.37
2024-07-21,CA_1,SKU_001,13,10.16,0,10,5,6.37
2024-07-22,CA_1,SKU_001,22,9.47,1,10,5,6.37
2024-07-23,CA_1,SKU_001,8,9.63,1,10,5,6.37
2024-07-24,CA_1,SKU_001,8,9.77,0,10,5,6.37
2024-07-25,CA_1,SKU_001,20,10.25,0,10,5,6.37
2024-07-26,CA_1,SKU_001,11,10.15,0,10,5,6.37
2024-07-27,CA_1,SKU_001,20,10.5,0,10,5,6.37
2024-07-28,CA_1,SKU_001,9,10.32,0,10,5,6.37
2024-07-29,CA_1,SKU_001,20,10.27,0,10,5,6.37
2024-07-30,CA_1,SKU_001,12,10.21,0,10,5,6.37
2024-07-31,CA_1,SKU_001,13,9.77,1,10,5,6.37
2024-08-01,CA_1,SKU_001,18,10.2,0,10,5,6.37
2024-08-02,CA_1,SKU_001,15,9.51,1,10,5,6.37
2024-08-03,CA_1,SKU_001,10,10.13,0,10,5,6.37
2024-08-04,CA_1,SKU_001,15,10.15,0,10,5,6.37
2024-08-05,CA_1,SKU_001,16,10.1,0,10,5,6.37
2024-08-06,CA_1,SKU_001,8,9.89,0,10,5,6.37
2024-08-07,CA_1,SKU_001,13,9.79,0,10,5,6.37
2024-08-08,CA_1,SKU_001,18,10.35,0,10,5,6.37
2024-08-09,CA_1,SKU_001,11,9.93,0,10,5,6.37
2024-08-10,CA_1,SKU_001,18,10.36,0,10,5,6.37
2024-08-11,CA_1,SKU_001,9,10.08,0,10,5,6.37
2024-08-12,CA_1,SKU_001,26,9.33,1,10,5,6.37
2024-08-13,CA_1,SKU_001,19,9.48,1,10,5,6.37
2024-08-14,CA_1,SKU_001,10,10.43,0,10,5,6.37
2024-08-15,CA_1,SKU_001,16,9.91,0,10,5,6.37
2024-08-16,CA_1,SKU_001,14,10.15,0,10,5,6.37
2024-08-17,CA_1,SKU_001,18,9.61,0,10,5,6.37
2024-08-18,CA_1,SKU_001,9,10.07,0,10,5,6.37
2024-08-19,CA_1,SKU_001,14,10.08,0,10,5,6.37
2024-08-20,CA_1,SKU_001,9,10.53,0,10,5,6.37
2024-08-21,CA_1,SKU_001,17,10.13,0,10,5,6.37
2024-08-22,CA_1,SKU_001,24,10.31,0,10,5,6.37
2024-08-23,CA_1,SKU_001,17,10.07,0,10,5,6.37
2024-08-24,CA_1,SKU_001,15,10.2,0,10,5,6.37
2024-08-25,CA_1,SKU_001,20,9.05,1,10,5,6.37
2024-08-26,CA_1,SKU_001,12,10.13,0,10,5,6.37
2024-08-27,CA_1,SKU_001,9,10.31,0,10,5,6.37
2024-01-01,CA_1,SKU_002,11,11.35,0,40,4,4.96
2024-01-02,CA_1,SKU_002,9,11.09,0,38,4,4.96
2024-01-03,CA_1,SKU_002,15,10.02,1,28,4,4.96
2024-01-04,CA_1,SKU_002,11,11.23,0,22,4,4.96
2024-01-05,CA_1,SKU_002,10,11.52,0,11,4,4.96
2024-01-06,CA_1,SKU_002,9,11.0,0,10,4,4.96
2024-01-07,CA_1,SKU_002,8,11.28,0,10,4,4.96
2024-01-08,CA_1,SKU_002,18,11.26,0,10,4,4.96
2024-01-09,CA_1,SKU_002,15,10.37,1,10,4,4.96
2024-01-10,CA_1,SKU_002,7,11.51,0,10,4,4.96
2024-01-11,CA_1,SKU_002,17,11.41,0,10,4,4.96
2024-01-12,CA_1,SKU_002,11,11.13,0,10,4,4.96
2024-01-13,CA_1,SKU_002,6,11.27,0,10,4,4.96
2024-01-14,CA_1,SKU_002,9,11.26,0,10,4,4.96
2024-01-15,CA_1,SKU_002,18,10.75,1,10,4,4.96
2024-01-16,CA_1,SKU_002,14,11.08,0,10,4,4.96
2024-01-17,CA_1,SKU_002,12,11.48,0,10,4,4.96
2024-01-18,CA_1,SKU_002,14,11.55,0,10,4,4.96
2024-01-19,CA_1,SKU_002,11,11.38,0,10,4,4.96
2024-01-20,CA_1,SKU_002,0,10.96,0,17,4,4.96
2024-01-21,CA_1,SKU_002,9,11.08,0,10,4,4.96
2024-01-22,CA_1,SKU_002,10,11.76,0,10,4,4.96
2024-01-23,CA_1,SKU_002,13,11.63,0,10,4,4.96
2024-01-24,CA_1,SKU_002,9,11.3,0,10,4,4.96
2024-01-25,CA_1,SKU_002,12,11.16,0,10,4,4.96
2024-01-26,CA_1,SKU_002,17,10.56,1,10,4,4.96
2024-01-27,CA_1,SKU_002,5,11.1,0,10,4,4.96
2024-01-28,CA_1,SKU_002,3,11.4,0,10,4,4.96
2024-01-29,CA_1,SKU_002,7,11.35,0,10,4,4.96
2024-01-30,CA_1,SKU_002,14,11.03,0,10,4,4.96
2024-01-31,CA_1,SKU_002,9,11.21,0,10,4,4.96
2024-02-01,CA_1,SKU_002,18,11.57,0,10,4,4.96
2024-02-02,CA_1,SKU_002,13,11.46,0,10,4,4.96
2024-02-03,CA_1,SKU_002,10,11.3,0,10,4,4.96
2024-02-04,CA_1,SKU_002,6,11.43,0,10,4,4.96
2024-02-05,CA_1,SKU_002,19,10.67,1,10,4,4.96
2024-02-06,CA_1,SKU_002,23,10.42,1,10,4,4.96
2024-02-07,CA_1,SKU_002,7,11.32,0,10,4,4.96
2024-02-08,CA_1,SKU_002,12,11.43,0,10,4,4.96
2024-02-09,CA_1,SKU_002,13,11.43,0,10,4,4.96
2024-02-10,CA_1,SKU_002,7,10.87,0,10,4,4.96
2024-02-11,CA_1,SKU_002,11,11.55,0,10,4,4.96
2024-02-12,CA_1,SKU_002,10,11.41,0,10,4,4.96
2024-02-13,CA_1,SKU_002,15,11.2,0,10,4,4.96
2024-02-14,CA_1,SKU_002,12,11.12,0,10,4,4.96
2024-02-15,CA_1,SKU_002,14,11.16,0,10,4,4.96
2024-02-16,CA_1,SKU_002,10,11.42,0,10,4,4.96
2024-02-17,CA_1,SKU_002,4,11.27,0,11,4,4.96
2024-02-18,CA_1,SKU_002,15,11.03,0,10,4,4.96
2024-02-19,CA_1,SKU_002,13,11.33,0,10,4,4.96
2024-02-20,CA_1,SKU_002,12,11.6,0,10,4,4.96
2024-02-21,CA_1,SKU_002,8,11.3,0,10,4,4.96
2024-02-22,CA_1,SKU_002,14,11.6,0,10,4,4.96
2024-02-23,CA_1,SKU_002,9,11.26,0,10,4,4.96
2024-02-24,CA_1,SKU_002,5,11.35,0,10,4,4.96
2024-02-25,CA_1,SKU_002,6,11.6,0,10,4,4.96
2024-02-26,CA_1,SKU_002,18,10.53,1,10,4,4.96
2024-02-27,CA_1,SKU_002,8,11.0,0,10,4,4.96
2024-02-28,CA_1,SKU_002,9,11.19,0,10,4,4.96
2024-02-29,CA_1,SKU_002,14,11.18,0,10,4,4.96
2024-03-01,CA_1,SKU_002,12,11.62,0,10,4,4.96
2024-03-02,CA_1,SKU_002,12,11.53,0,10,4,4.96
2024-03-03,CA_1,SKU_002,10,11.41,0,10,4,4.96
2024-03-04,CA_1,SKU_002,8,11.15,0,10,4,4.96
2024-03-05,CA_1,SKU_002,15,11.61,0,10,4,4.96
2024-03-06,CA_1,SKU_002,9,11.33,0,10,4,4.96
2024-03-07,CA_1,SKU_002,17,11.24,0,10,4,4.96
2024-03-08,CA_1,SKU_002,17,10.37,1,10,4,4.96
2024-03-09,CA_1,SKU_002,8,11.25,0,10,4,4.96
2024-03-10,CA_1,SKU_002,8,10.89,0,10,4,4.96
2024-03-11,CA_1,SKU_002,11,11.17,0,10,4,4.96
2024-03-12,CA_1,SKU_002,16,11.32,0,10,4,4.96
2024-03-13,CA_1,SKU_002,10,11.31,0,10,4,4.96
2024-03-14,CA_1,SKU_002,7,11.2,0,10,4,4.96
2024-03-15,CA_1,SKU_002,14,11.4,0,10,4,4.96
2024-03-16,CA_1,SKU_002,11,11.34,0,10,4,4.96
2024-03-17,CA_1,SKU_002,9,11.2,0,10,4,4.96
2024-03-18,CA_1,SKU_002,12,11.6,0,10,4,4.96
2024-03-19,CA_1,SKU_002,8,11.07,0,10,4,4.96
2024-03-20,CA_1,SKU_002,6,11.11,0,10,4,4.96
2024-03-21,CA_1,SKU_002,21,11.67,0,10,4,4.96
2024-03-22,CA_1,SKU_002,14,10.49,1,10,4,4.96
2024-03-23,CA_1,SKU_002,8,10.99,0,10,4,4.96
2024-03-24,CA_1,SKU_002,9,11.39,0,10,4,4.96
2024-03-25,CA_1,SKU_002,15,11.15,0,10,4,4.96
2024-03-26,CA_1,SKU_002,17,10.59,1,10,4,4.96
2024-03-27,CA_1,SKU_002,10,11.61,0,10,4,4.96
2024-03-28,CA_1,SKU_002,16,11.69,0,10,4,4.96
2024-03-29,CA_1,SKU_002,9,11.12,0,10,4,4.96
2024-03-30,CA_1,SKU_002,12,10.6,1,10,4,4.96
2024-03-31,CA_1,SKU_002,16,10.37,1,10,4,4.96
2024-04-01,CA_1,SKU_002,13,11.49,0,10,4,4.96
2024-04-02,CA_1,SKU_002,12,11.17,0,10,4,4.96
2024-04-03,CA_1,SKU_002,9,10.28,1,10,4,4.96
2024-04-04,CA_1,SKU_002,13,11.57,0,10,4,4.96
2024-04-05,CA_1,SKU_002,10,11.41,0,10,4,4.96
2024-04-06,CA_1,SKU_002,7,11.42,0,10,4,4.96
2024-04-07,CA_1,SKU_002,5,11.07,0,10,4,4.96
2024-04-08,CA_1,SKU_002,5,11.33,0,10,4,4.96
2024-04-09,CA_1,SKU_002,13,11.42,0,10,4,4.96
2024-04-10,CA_1,SKU_002,15,11.56,0,10,4,4.96
2024-04-11,CA_1,SKU_002,12,11.52,0,10,4,4.96
2024-04-12,CA_1,SKU_002,11,10.95,0,10,4,4.96
2024-04-13,CA_1,SKU_002,11,11.61,0,10,4,4.96
2024-04-14,CA_1,SKU_002,9,11.16,0,10,4,4.96
2024-04-15,CA_1,SKU_002,12,11.66,0,10,4,4.96
2024-04-16,CA_1,SKU_002,16,11.33,0,10,4,4.96
2024-04-17,CA_1,SKU_002,10,11.29,0,10,4,4.96
2024-04-18,CA_1,SKU_002,16,11.44,0,10,4,4.96
2024-04-19,CA_1,SKU_002,21,10.59,1,10,4,4.96
2024-04-20,CA_1,SKU_002,9,11.19,0,10,4,4.96
2024-04-21,CA_1,SKU_002,8,11.55,0,10,4,4.96
2024-04-22,CA_1,SKU_002,6,11.47,0,10,4,4.96
2024-04-23,CA_1,SKU_002,9,11.3,0,10,4,4.96
2024-04-24,CA_1,SKU_002,13,11.34,0,10,4,4.96
2024-04-25,CA_1,SKU_002,7,11.36,0,10,4,4.96
2024-04-26,CA_1,SKU_002,8,11.18,0,10,4,4.96
2024-04-27,CA_1,SKU_002,9,10.89,0,10,4,4.96
2024-04-28,CA_1,SKU_002,11,11.26,0,10,4,4.96
2024-04-29,CA_1,SKU_002,16,10.75,0,10,4,4.96
2024-04-30,CA_1,SKU_002,9,11.47,0,10,4,4.96
2024-05-01,CA_1,SKU_002,12,11.68,0,10,4,4.96
2024-05-02,CA_1,SKU_002,17,10.75,1,10,4,4.96
2024-05-03,CA_1,SKU_002,13,11.0,0,10,4,4.96
2024-05-04,CA_1,SKU_002,17,10.2,1,10,4,4.96
2024-05-05,CA_1,SKU_002,3,11.09,0,10,4,4.96
2024-05-06,CA_1,SKU_002,13,11.39,0,10,4,4.96
2024-05-07,CA_1,SKU_002,29,10.47,1,10,4,4.96
2024-05-08,CA_1,SKU_002,12,11.4,0,10,4,4.96
2024-05-09,CA_1,SKU_002,21,11.37,0,10,4,4.96
2024-05-10,CA_1,SKU_002,15,11.29,0,10,4,4.96
2024-05-11,CA_1,SKU_002,5,11.38,0,10,4,4.96
2024-05-12,CA_1,SKU_002,10,11.23,0,10,4,4.96
2024-05-13,CA_1,SKU_002,12,11.23,0,10,4,4.96
2024-05-14,CA_1,SKU_002,26,10.44,1,10,4,4.96
2024-05-15,CA_1,SKU_002,14,11.56,0,10,4,4.96
2024-05-16,CA_1,SKU_002,9,11.47,0,10,4,4.96
2024-05-17,CA_1,SKU_002,13,11.38,0,10,4,4.96
2024-05-18,CA_1,SKU_002,9,11.37,0,10,4,4.96
2024-05-19,CA_1,SKU_002,0,11.24,0,17,4,4.96
2024-05-20,CA_1,SKU_002,7,11.33,0,10,4,4.96
2024-05-21,CA_1,SKU_002,20,10.38,1,10,4,4.96
2024-05-22,CA_1,SKU_002,9,11.4,0,10,4,4.96
2024-05-23,CA_1,SKU_002,16,11.27,0,10,4,4.96
2024-05-24,CA_1,SKU_002,8,11.54,0,10,4,4.96
2024-05-25,CA_1,SKU_002,7,11.19,0,10,4,4.96
2024-05-26,CA_1,SKU_002,9,11.44,0,10,4,4.96
2024-05-27,CA_1,SKU_002,11,11.75,0,10,4,4.96
2024-05-28,CA_1,SKU_002,17,11.58,0,10,4,4.96
2024-05-29,CA_1,SKU_002,14,11.5,0,10,4,4.96
2024-05-30,CA_1,SKU_002,13,11.27,0,10,4,4.96
2024-05-31,CA_1,SKU_002,13,11.13,0,10,4,4.96
2024-06-01,CA_1,SKU_002,12,11.44,0,10,4,4.96
2024-06-02,CA_1,SKU_002,6,11.13,0,10,4,4.96
2024-06-03,CA_1,SKU_002,13,11.29,0,10,4,4.96
2024-06-04,CA_1,SKU_002,9,11.53,0,10,4,4.96
2024-06-05,CA_1,SKU_002,12,11.03,0,10,4,4.96
2024-06-06,CA_1,SKU_002,15,11.77,0,10,4,4.96
2024-06-07,CA_1,SKU_002,12,11.19,0,10,4,4.96
2024-06-08,CA_1,SKU_002,9,11.23,0,10,4,4.96
2024-06-09,CA_1,SKU_002,8,11.77,0,10,4,4.96
2024-06-10,CA_1,SKU_002,14,11.5,0,10,4,4.96
2024-06-11,CA_1,SKU_002,11,11.4,0,10,4,4.96
2024-06-12,CA_1,SKU_002,7,11.04,0,10,4,4.96
2024-06-13,CA_1,SKU_002,9,11.33,0,10,4,4.96
2024-06-14,CA_1,SKU_002,6,11.27,0,10,4,4.96
2024-06-15,CA_1,SKU_002,15,11.02,0,10,4,4.96
2024-06-16,CA_1,SKU_002,10,11.42,0,10,4,4.96
2024-06-17,CA_1,SKU_002,14,11.46,0,10,4,4.96
